"post_id","additional_short_info","additional_info","is_closed","cinema_image_id","number_of_cinemas","number_of_cinema_halls","number_of_seats","offer_3d","program_announcement_telephone_number","ticket_ordering_hotline","ticket_ordering_url","directions","parking_place","prices","geo_degree_of_latitude","geo_degree_of_longitude","spc_id","ID","post_author","post_date","post_date_gmt","post_content","post_title","post_excerpt","post_status","comment_status","ping_status","post_password","post_name","to_ping","pinged","post_modified","post_modified_gmt","post_content_filtered","post_parent","guid","menu_order","post_type","post_mime_type","comment_count","import_source"
3996498,,,n,,,,,n,,,,nein,,,52.79552310,7.20061350,,3996498,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Dankern-Kino,"",publish,open,closed,"",dankern-kino,"","",2017-11-06 13:30:21.000,2017-11-06 12:30:21.000,"",0,http://relaunch.kino.de/?company=dankern-kino,0,company,"",0,
3996499,,,n,,,,,n,"0351-8025829",,,,,,51.07122700,13.75056510,,3996499,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Filmtheater Schauburg,"",publish,open,closed,"",filmtheater-schauburg-2,"","",2015-06-02 11:37:11.000,2015-06-02 09:37:11.000,"",0,http://relaunch.kino.de/?company=filmtheater-schauburg-2,0,company,"",0,
3996503,,,n,,,,,y,"089-331050","089-331050",http://62.153.102.84/ticketweb.php?UserCenterID=46&sign=11&ShowID=253131&PHPSESSID=8f4a25c822f8bef0ce66a47c173e12c0,U-Bahn (3 und 6) M,zwei Parkh,"Notsitze / Rollstuhlfahrer (1.-2. Vorstellung Kostenlos)
	 6,00 ?
Erwachsene   Mi./Do. au",48.16077970,11.58615970,,3996503,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Leopold Kinos,"",publish,open,closed,"",leopold-kinos,"","",2022-02-04 21:33:20.000,2022-02-04 20:33:20.000,"",0,http://relaunch.kino.de/?company=leopold-kinos,0,company,"",0,
3996512,,,n,,,,,y,,,,,,,48.61764350,9.84171620,,3996512,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Gloria-Kino-Center,"",publish,open,closed,"",gloria-kino-center-2,"","",2021-06-10 16:30:18.000,2021-06-10 14:30:18.000,"",0,http://relaunch.kino.de/?company=gloria-kino-center-2,0,company,"",0,
3996514,,,n,,,,,y,,,,,,,51.56786720,9.24091610,,3996514,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Central Kino,"",publish,open,closed,"",central-kino-2,"","",2021-05-28 10:30:45.000,2021-05-28 08:30:45.000,"",0,http://relaunch.kino.de/?company=central-kino-2,0,company,"",0,
3996517,,,n,,,,,y,"0281-29455","0281-29455",https://kinotickets.online/wesel-comet/faq,ja,Tiefgarage,Dienstag Kinotag,,,,3996517,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Comet Kino-Center,"",publish,open,closed,"",comet-kino-center,"","",2022-02-04 21:32:36.000,2022-02-04 20:32:36.000,"",0,http://relaunch.kino.de/?company=comet-kino-center,0,company,"",0,
3996518,,,n,,,,,y,,,http://www.cinestar.de/de/kino/stralsund-cinestar,,,,54.31132670,13.09728670,,3996518,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",CineStar - Der Filmpalast,"",publish,open,closed,"",cinestar-der-filmpalast-33,"","",2022-01-31 11:30:35.000,2022-01-31 10:30:35.000,"",0,http://relaunch.kino.de/?company=cinestar-der-filmpalast-33,0,company,"",0,
3996524,,D-Box Motion Seats in Kino 1 und 4,n,,,,,y,,"0180-5050311",,"U6, Seestra",,,52.55043290,13.35154890,,3996524,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Cineplex Alhambra,"",publish,open,closed,"",cineplex-alhambra,"","",2020-01-14 13:30:30.000,2020-01-14 12:30:30.000,"",0,http://relaunch.kino.de/?company=cineplex-alhambra,0,company,"",0,
3996525,,,n,,,,,y,"05751-919663","05751-5625",http://www.kino-rinteln.de/Online%20Reservierung.htm,,,,52.19360930,9.08228830,,3996525,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Kinocenter Rinteln,"",publish,open,closed,"",kinocenter-rinteln,"","",2015-06-02 11:37:11.000,2015-06-02 09:37:11.000,"",0,http://relaunch.kino.de/?company=kinocenter-rinteln,0,company,"",0,
3996528,,,n,,,,,y,"0761-3866521","07 61/3 86 65 21",,,,s. https://friedrichsbau-kino.de/info/Eintrittspreise.php,47.99398450,7.85123840,,3996528,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Harmonie,"",publish,open,closed,"",harmonie,"","",2022-02-17 16:30:24.000,2022-02-17 15:30:24.000,"",0,http://relaunch.kino.de/?company=harmonie,0,company,"",0,
3996531,,,n,,,,,y,"07141-688688",,https://www.ticket-international.com,Ja,"308 (Parkhaus Asperger Stra","Montag Kinotag: 6,00 ?",48.89976840,9.18611710,,3996531,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Luna-Lichtspieltheater,"",publish,open,closed,"",luna-lichtspieltheater,"","",2022-03-05 14:30:15.000,2022-03-05 13:30:15.000,"",0,http://relaunch.kino.de/?company=luna-lichtspieltheater,0,company,"",0,
3996535,,,n,,,,,y,"08026-93390","0 80 26 / 9 33 90",,,,,47.75150040,11.84095510,,3996535,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Oberland Kinocenter,"",publish,open,closed,"",oberland-kinocenter,"","",2019-12-19 10:30:46.000,2019-12-19 09:30:46.000,"",0,http://relaunch.kino.de/?company=oberland-kinocenter,0,company,"",0,
3996537,,,n,,,,,y,"08321-88033",,,,,,47.51263710,10.28084000,,3996537,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Filmburg,"",publish,open,closed,"",filmburg,"","",2015-06-02 11:37:13.000,2015-06-02 09:37:13.000,"",0,http://relaunch.kino.de/?company=filmburg,0,company,"",0,
3996539,,Servicekino,n,,,,,y,"05223-15466","05223-15466",,Busse,,"Dienstag - Kinotag: 7,00 ?",52.19623720,8.58091340,,3996539,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Bünder Lichtspiele,"",publish,open,closed,"",buender-lichtspiele,"","",2022-04-04 11:30:30.000,2022-04-04 09:30:30.000,"",0,http://relaunch.kino.de/?company=buender-lichtspiele,0,company,"",0,
3996544,,,n,,,,,y,"04662-70020",,,,Vorhanden,Kinotag: Mo.,54.77340060,8.97139820,,3996544,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Deli-Verzehrkino,"",publish,open,closed,"",deli-verzehrkino,"","",2021-07-26 16:31:05.000,2021-07-26 14:31:05.000,"",0,http://relaunch.kino.de/?company=deli-verzehrkino,0,company,"",0,
3996547,,,n,,,,,y,,,,Bushaltestelle 100 m entfernt,Aldi in der Nähe,,51.39713100,8.07078300,,3996547,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Residenz-Kinocenter,"",publish,open,closed,"",residenz-kinocenter,"","",2016-11-08 08:35:43.000,2016-11-08 07:35:43.000,"",0,http://relaunch.kino.de/?company=residenz-kinocenter,0,company,"",0,
3996549,,D-Box-Sitze 6 St,n,,,,,y,,,,,,,51.19296550,8.53026980,,3996549,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Filmtheater Winterberg,"",publish,open,closed,"",filmtheater-winterberg,"","",2022-02-04 21:32:37.000,2022-02-04 20:32:37.000,"",0,http://relaunch.kino.de/?company=filmtheater-winterberg,0,company,"",0,
3996550,,,n,,,,,n,"03762-41243",,,,,,50.76789960,12.35056970,,3996550,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Autokino Langenhessen,"",publish,open,closed,"",autokino-langenhessen,"","",2015-06-02 11:37:11.000,2015-06-02 09:37:11.000,"",0,http://relaunch.kino.de/?company=autokino-langenhessen,0,company,"",0,
3996551,,,n,,,,,y,,,http://www.cinestar.de/de/kino/waren-mueritz-cinestar,,,,53.51748110,12.68040330,,3996551,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",CineStar - Der Filmpalast,"",publish,open,closed,"",cinestar-der-filmpalast-34,"","",2022-01-31 11:30:36.000,2022-01-31 10:30:36.000,"",0,http://relaunch.kino.de/?company=cinestar-der-filmpalast-34,0,company,"",0,
3996561,,,n,,,,,y,"02157-3575","02157-3575",,Bus vor Kino,kostenlose Parkplätze vorhanden,"Hauptvorstellung 8,50 ? (17:00 Uhr und 20:00 Uhr)
Familienvorstellung 6,00 ? (14:30 Uhr und bei bestimmten Filmen auch 17:00 Uhr)
Montag = Kinotag 7,00 ?

Ladies First 6,00 ? (inkl. Sektempfang)
Kaffee Kino 6,00 ? (inkl. 1 Tasse Kaffee und 1 St. Kuchen)

",51.31718840,6.19716260,,3996561,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Corso-Film-Casino,"",publish,open,closed,"",corso-film-casino,"","",2017-10-25 14:32:03.000,2017-10-25 12:32:03.000,"",0,http://relaunch.kino.de/?company=corso-film-casino,0,company,"",0,
3996568,,,n,,,,,n,"02671-980988",,,,,,50.14726420,7.16436370,,3996568,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Apollo,"",publish,open,closed,"",apollo-5,"","",2015-06-02 11:37:14.000,2015-06-02 09:37:14.000,"",0,http://relaunch.kino.de/?company=apollo-5,0,company,"",0,
3996571,,,n,,,,,n,"0234-15919",,,U-Bahn Bermudadreieck,öffentliches Parkhaus,,51.47715660,7.21662680,,3996571,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Casablanca,"",publish,open,closed,"",casablanca-5,"","",2016-12-13 19:47:31.000,2016-12-13 18:47:31.000,"",0,http://relaunch.kino.de/?company=casablanca-5,0,company,"",0,
3996572,,,n,,,,,y,,,,,,,49.27870560,11.45855750,,3996572,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Rialto Palast,"",publish,open,closed,"",rialto-palast,"","",2017-10-26 16:30:29.000,2017-10-26 14:30:29.000,"",0,http://relaunch.kino.de/?company=rialto-palast,0,company,"",0,
3996574,,,n,,,,,n,,"0511-16845522",,alle Stadtbahnen Kr,,,52.37263490,9.74350960,,3996574,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Kino im Künstlerhaus,"",publish,open,closed,"",kino-im-kuenstlerhaus,"","",2022-03-03 15:30:44.000,2022-03-03 14:30:44.000,"",0,http://relaunch.kino.de/?company=kino-im-kuenstlerhaus,0,company,"",0,
3996576,,,n,,,,,y,,"040-284093628",,"Anfahrt U-S/Bahn Hauptbahnhof, U1 Lohm",Parkhaus Hauptbahnhof,"von 9,00 ? bis 14,50 ?/ Sch",53.55420500,10.01439800,,3996576,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Savoy Filmtheater,"",publish,open,closed,"",savoy-filmtheater,"","",2022-02-04 21:32:24.000,2022-02-04 20:32:24.000,"",0,http://relaunch.kino.de/?company=savoy-filmtheater,0,company,"",0,
3996577,,,n,,,,,y,,,,Nein,"Ausreichend vorhanden, direkt vor dem Kino",,52.68574860,8.80885130,,3996577,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Filmpalast,"",publish,open,closed,"",filmpalast-5,"","",2022-02-04 21:33:01.000,2022-02-04 20:33:01.000,"",0,http://relaunch.kino.de/?company=filmpalast-5,0,company,"",0,
3996579,,,n,,,,,y,,,http://www.cinestar.de/de/kino/weimar-cinestar,,,,50.97783030,11.32651370,,3996579,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",CineStar - Der Filmpalast,"",publish,open,closed,"",cinestar-der-filmpalast-35,"","",2022-09-02 11:30:13.000,2022-09-02 09:30:13.000,"",0,http://relaunch.kino.de/?company=cinestar-der-filmpalast-35,0,company,"",0,
3996581,,,n,,,,,n,,,,"U1: Haltestelle: Stadthalle"" Ausgang Kulturforum
Bus: Linie 172 oder 179, Haltestelle: Kulturforum",Tiefgarage,,49.47968470,10.98267200,,3996581,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Ufer-Palast,"",publish,open,closed,"",ufer-palast,"","",1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",0,http://relaunch.kino.de/?company=ufer-palast,0,company,"",0,
3996585,,,n,,,,,n,,"0 30/26 95 51 00",,U/S-Bahn Haltestelle Potsdamer Platz,,,52.50951210,13.37538060,,3996585,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Arsenal,"",publish,open,closed,"",arsenal,"","",2018-12-10 14:21:56.000,2018-12-10 13:21:56.000,"",0,http://relaunch.kino.de/?company=arsenal,0,company,"",0,
3996587,,,n,,,,,y,,,,nicht möglich,ausreichend vorhanden,"5,50? - 13?",51.41681250,9.65181640,,3996587,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Schiller-Lichtspiele,"",publish,open,closed,"",schiller-lichtspiele,"","",2015-06-02 11:37:12.000,2015-06-02 09:37:12.000,"",0,http://relaunch.kino.de/?company=schiller-lichtspiele,0,company,"",0,
3996591,,,n,,,,,y,,"03591-460098",,"Bus und Bahn, 10 min Fu",,,51.17909450,14.43207700,,3996591,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Filmpalast Bautzen,"",publish,open,closed,"",filmpalast-bautzen,"","",2022-03-14 11:30:23.000,2022-03-14 10:30:23.000,"",0,http://relaunch.kino.de/?company=filmpalast-bautzen,0,company,"",0,
3996593,,,n,,,,,y,"07461-9697011",,,,,,47.98618930,8.82069800,,3996593,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Scala Tuttlingen,"",publish,open,closed,"",scala-tuttlingen,"","",2015-06-02 11:37:14.000,2015-06-02 09:37:14.000,"",0,http://relaunch.kino.de/?company=scala-tuttlingen,0,company,"",0,
3996598,,,n,,,,,n,,,,öffenltiche Anbindung vorhanden,vorhanden,,52.52123790,7.31886520,,3996598,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Centralkino,"",publish,open,closed,"",centralkino,"","",2015-06-02 11:37:14.000,2015-06-02 09:37:14.000,"",0,http://relaunch.kino.de/?company=centralkino,0,company,"",0,
3996599,,,n,,,,,n,,,,Stadtmitte,"2 große Parkplätze",,,,,3996599,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Cinema-Studio,"",publish,open,closed,"",cinema-studio,"","",2016-12-15 17:10:10.000,2016-12-15 16:10:10.000,"",0,http://relaunch.kino.de/?company=cinema-studio,0,company,"",0,
3996600,,,n,,,,,y,,,,,,,51.47955370,7.21701670,,3996600,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",CAPITOL,"",publish,open,closed,"",bofimax,"","",2022-03-05 13:30:14.000,2022-03-05 12:30:14.000,"",0,http://relaunch.kino.de/?company=bofimax,0,company,"",0,
3996604,,,n,,,,,y,,,,,,,52.79539320,8.64399540,,3996604,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Cinema Twistringen,"",publish,open,closed,"",cinema-twistringen,"","",2022-02-04 21:33:02.000,2022-02-04 20:33:02.000,"",0,http://relaunch.kino.de/?company=cinema-twistringen,0,company,"",0,
3996607,,TMS / Live Events / Live ,n,,,,,y,,"08341-994899",https://www.kinoheld.de/Kino-Kaufbeuren/Corona%20Kinoplex%20Kaufbeuren,Bus,"600",,47.89211500,10.65426700,,3996607,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Corona KinoPlex,"",publish,open,closed,"",corona-kinoplex,"","",2022-03-26 13:30:20.000,2022-03-26 12:30:20.000,"",0,http://relaunch.kino.de/?company=corona-kinoplex,0,company,"",0,
3996608,,,n,,,,,n,,,http://www.bundesplatz-kino.de,"U- und S-Bahn Bundesplatz: U9/ S41, S42, S46",vorhanden,"normal: 9,00 ?; erm",52.47887900,13.32887120,,3996608,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Bundesplatz Kino,"",publish,open,closed,"",bundesplatz-kino,"","",2022-03-31 17:30:23.000,2022-03-31 15:30:23.000,"",0,http://relaunch.kino.de/?company=bundesplatz-kino,0,company,"",0,
3996609,,,n,,,,,n,,"0365-20448460",https://www.kinoheld.de,Tram Leipziger Stra,Parkhaus um die Ecke (verg,"normal: 8,50 ?/ erm",50.88015900,12.08407200,,3996609,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Metropol,"",publish,open,closed,"",metropol-2,"","",2022-03-04 17:30:16.000,2022-03-04 16:30:16.000,"",0,http://relaunch.kino.de/?company=metropol-2,0,company,"",0,
3996616,,,n,,,,,n,,,,,,,51.06629730,13.75101480,,3996616,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Kulturzentrum Scheune,"",publish,open,closed,"",kulturzentrum-scheune,"","",2018-10-15 15:35:13.000,2018-10-15 13:35:13.000,"",0,http://relaunch.kino.de/?company=kulturzentrum-scheune,0,company,"",0,
3996620,,,n,,,,,y,"09436-2313",,,,direkt vor dem Kino,"Abendvorstellung: 6,50 ?; Nachmittagsvorstellung: 4,50? bis 5,50? je nach Film; Digital 3D  Aufschlag pro Karte 2,50?.",49.19768590,12.26223520,,3996620,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Kinocenter Nittenau,"",publish,open,closed,"",kinocenter-nittenau,"","",2015-06-02 11:37:14.000,2015-06-02 09:37:14.000,"",0,http://relaunch.kino.de/?company=kinocenter-nittenau,0,company,"",0,
3996623,,,n,,,,,y,,,,"unweit des Bahnhofs (ca. 5 Gehminuten), direkte Anbindung an Regional- und ",Parkm,siehe Homepage - unser Kino - Eintrittspreise,51.14942300,14.98442500,,3996623,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Filmpalast Görlitz,"",publish,open,closed,"",palast-theater-goerlitz,"","",2022-06-21 15:30:19.000,2022-06-21 13:30:19.000,"",0,http://relaunch.kino.de/?company=palast-theater-goerlitz,0,company,"",0,
3996625,,,n,,,,,y,,,,,ca. 100 Parkpl,,52.73488310,7.75847050,,3996625,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Lilo Servicekino,"",publish,open,closed,"",lilo-service-filmtheater,"","",2021-01-13 16:55:14.000,2021-01-13 15:55:14.000,"",0,http://relaunch.kino.de/?company=lilo-service-filmtheater,0,company,"",0,
3996630,,,n,,,,,y,,,http://www.cinestar.de/de/kino/wismar-cinestar,,,,53.88583560,11.46238360,,3996630,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",CineStar - Der Filmpalast,"",publish,open,closed,"",cinestar-der-filmpalast-36,"","",2020-01-10 13:30:37.000,2020-01-10 12:30:37.000,"",0,http://relaunch.kino.de/?company=cinestar-der-filmpalast-36,0,company,"",0,
3996631,,,n,,,,,y,,,,,,,50.98211940,12.43583050,,3996631,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Capitol,"",publish,open,closed,"",capitol-17,"","",2015-06-02 11:37:12.000,2015-06-02 09:37:12.000,"",0,http://relaunch.kino.de/?company=capitol-17,0,company,"",0,
3996633,,,n,,,,,y,,"03661/629111",,,,,50.65687670,12.20025590,,3996633,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",UT 99,"",publish,open,closed,"",ut-99,"","",2015-11-03 11:45:41.000,2015-11-03 10:45:41.000,"",0,http://relaunch.kino.de/?company=ut-99,0,company,"",0,
3996643,,,n,,,,,n,,,https://kino-movieworld.de,Bus und Bahn,"350",,48.85047380,10.49042610,,3996643,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Ries Theater,"",publish,open,closed,"",ries-theater,"","",2020-01-06 15:36:07.000,2020-01-06 14:36:07.000,"",0,http://relaunch.kino.de/?company=ries-theater,0,company,"",0,
3996644,,,n,,,,,n,,,,Bus und Tram,,,51.31436800,9.49727900,,3996644,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Open Air Kino im DOCK4,"",publish,open,closed,"",open-air-kino-im-dock4,"","",2015-06-23 20:06:30.000,2015-06-23 18:06:30.000,"",0,http://relaunch.kino.de/?company=open-air-kino-im-dock4,0,company,"",0,
3996648,,,n,,,,,n,,,,ja,vorhanden,,49.50172970,11.74385460,,3996648,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Luli-Kino-Center,"",publish,open,closed,"",luli-kino-center,"","",2021-11-05 20:30:36.000,2021-11-05 19:30:36.000,"",0,http://relaunch.kino.de/?company=luli-kino-center,0,company,"",0,
3996650,,,n,,,,,y,,"02651-7006280",,,,,50.32996300,7.22735770,,3996650,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Corso Kino,"",publish,open,closed,"",corso-kino,"","",2018-11-12 12:41:20.000,2018-11-12 11:41:20.000,"",0,http://relaunch.kino.de/?company=corso-kino,0,company,"",0,
3996652,,,n,,,,,y,"02562-4565",,,Bushaltestelle und Bahnhof in unmittelbarer Nähe,"200 kostenlose Parklätze in unmittelbarer Nähe",,52.21340560,7.02148690,,3996652,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Cinetech das Erlebniskino,"",publish,open,closed,"",cinetech-das-erlebniskino,"","",2015-06-02 11:37:15.000,2015-06-02 09:37:15.000,"",0,http://relaunch.kino.de/?company=cinetech-das-erlebniskino,0,company,"",0,
3996661,,,n,,,,,n,"0981-970400",,,Ja.,Ja.,Di. Kinotag; ab 5 Personen Preiserm,49.30268340,10.57723830,,3996661,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Theater Ansbach - Kultur am Schloss,"",publish,open,closed,"",theater-ansbach-kultur-am-schloss,"","",2015-11-16 20:41:43.000,2015-11-16 19:41:43.000,"",0,http://relaunch.kino.de/?company=theater-ansbach-kultur-am-schloss,0,company,"",0,
3996662,,,y,,,,,n,,,,,,,52.72836690,8.28325850,,3996662,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",FT Metropol/Cinema,"",publish,open,closed,"",ft-metropolcinema,"","",2022-02-04 20:30:18.000,2022-02-04 19:30:18.000,"",0,http://relaunch.kino.de/?company=ft-metropolcinema,0,company,"",0,
3996670,,Gastronomie & Skybar im Haus,n,,,,,y,"0911-2360360","0911/2360360",,"U-Bahnstation ""Lorenzkirche""",Adlerparkhaus mit Kinotarif,Montag & Dienstag ist Kinotag. Zudem bieten wir t,49.45157670,11.07774390,,3996670,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Admiral Filmpalast,"",publish,open,closed,"",cineplex-admiral,"","",2020-01-22 12:31:21.000,2020-01-22 11:31:21.000,"",0,http://relaunch.kino.de/?company=cineplex-admiral,0,company,"",0,
3996671,,,n,,,,,n,"08252-6016",,,,,,48.56077130,11.26201750,,3996671,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Herzog-Filmtheater,"",publish,open,closed,"",herzog-filmtheater,"","",2015-06-02 11:37:15.000,2015-06-02 09:37:15.000,"",0,http://relaunch.kino.de/?company=herzog-filmtheater,0,company,"",0,
3996672,,,n,,,,,y,,"03501-447402",,ca. 7 min vom Bhf Pirna entfernt,Stra,,50.96196370,13.93471530,,3996672,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Filmpalast Pirna,"",publish,open,closed,"",filmpalast-pirna,"","",2022-03-12 14:30:23.000,2022-03-12 13:30:23.000,"",0,http://relaunch.kino.de/?company=filmpalast-pirna,0,company,"",0,
3996675,,,n,,,,,n,,,,,vorhanden,"Donnerstag bis Dienstag in allen Vorstellungen
 5,50 ?

Mittwoch ist Kinotag 
4,00 ?

Jugendvorstellung, Samstag + Sonntag 14:30 h    
4,00 ?

Bei Filmen mit ",51.49121280,7.55392480,,3996675,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"","Filmbühne ""Zur Postkutsche""","",publish,open,closed,"",filmbuehne-zur-postkutsche,"","",2015-06-02 11:37:15.000,2015-06-02 09:37:15.000,"",0,http://relaunch.kino.de/?company=filmbuehne-zur-postkutsche,0,company,"",0,
3996676,,,n,,,,,y,"07851-610",,,,,,48.57362170,7.81039930,,3996676,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Kino-Center,"",publish,open,closed,"",kino-center-4,"","",2017-10-26 13:31:15.000,2017-10-26 11:31:15.000,"",0,http://relaunch.kino.de/?company=kino-center-4,0,company,"",0,
3996677,,,n,,,,,y,,"0221-91396913",http://koeln.astor-filmlounge.de/tickets-kaufen,möglich,Tiefgarage in unmittelbarer Nähe,siehe Homepage,50.94382110,6.94223350,,3996677,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Residenz - eine Astor Film Lounge,"",publish,open,closed,"",residenz-eine-astor-film-lounge,"","",2018-11-01 14:47:13.000,2018-11-01 13:47:13.000,"",0,http://relaunch.kino.de/?company=residenz-eine-astor-film-lounge,0,company,"",0,
3996678,,,n,,,,,y,,"0375-3536410",,"ja, Zentralhaltestelle in unmittelbarer N",in 100m Entfernung ,,50.72019010,12.49000040,,3996678,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Filmpalast Astoria Zwickau,"",publish,open,closed,"",filmpalast-astoria-zwickau,"","",2022-03-12 14:30:28.000,2022-03-12 13:30:28.000,"",0,http://relaunch.kino.de/?company=filmpalast-astoria-zwickau,0,company,"",0,
3996680,,,n,,,,,y,,"02404-9099140",,Bus 5 Gehminuten; Bahn 10 Gehminuten,"600","5,00? - 13,- ?",50.87542400,6.16523130,,3996680,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Cineplex Cinetower,"",publish,open,closed,"",cineplex-cinetower,"","",2015-11-16 15:41:43.000,2015-11-16 14:41:43.000,"",0,http://relaunch.kino.de/?company=cineplex-cinetower,0,company,"",0,
3996682,,,n,,,,,n,,,,U-Bahn: Walther-Schreiber-Platz,,,52.46684270,13.32845980,,3996682,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Cinema am Walther-Schreiber-Platz,"",publish,open,closed,"",cinema-berlin,"","",2020-01-14 17:22:35.000,2020-01-14 16:22:35.000,"",0,http://relaunch.kino.de/?company=cinema-berlin,0,company,"",0,
3996683,,,n,,,,,y,,,,,"65",,52.66787800,8.24214730,,3996683,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Capitol Center Lohne,"",publish,open,closed,"",capitol-center-lohne,"","",2015-06-02 11:37:15.000,2015-06-02 09:37:15.000,"",0,http://relaunch.kino.de/?company=capitol-center-lohne,0,company,"",0,
3996684,,,n,,,,,y,"05971-961414","05971/961415",,"Bushaltestelle Surenburgstrasse, direkt vor dem Kino","210 eigene kostenlose Parkplätze in unmittelbarer Nähe",,52.27691230,7.45962860,,3996684,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Cinetech das Erlebniskino,"",publish,open,closed,"",cinetech-das-erlebniskino-2,"","",2015-06-02 11:37:15.000,2015-06-02 09:37:15.000,"",0,http://relaunch.kino.de/?company=cinetech-das-erlebniskino-2,0,company,"",0,
3996685,,,n,13937156,,,,y,,,https://cinetixx.de,nein,"6",,48.87538470,10.72316660,,3996685,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Wemdinger Lichtspiele,"",publish,open,closed,"",wemdinger-lichtspiele,"","",2022-03-03 17:30:17.000,2022-03-03 16:30:17.000,"",0,http://relaunch.kino.de/?company=wemdinger-lichtspiele,0,company,"",0,
3996686,,,n,,,,,n,,,,,,,47.91345950,10.63580120,,3996686,1,1998-12-13 12:00:00.000,1998-12-13 13:00:00.000,"",Melodrom,"",publish,open,closed,"",melodrom,"","",2015-06-02 11:37:15.000,2015-06-02 09:37:15.000,"",0,http://relaunch.kino.de/?company=melodrom,0,company,"",0,
